event_fe_id,rel_t_history,orders,purchase_days
789268|19|2021-07-15,-4,2,2
789268|19|2021-07-15,-3,1,1
789268|19|2021-07-15,-2,2,2
789268|19|2021-07-15,-1,1,1
789270|62|2021-08-04,-12,2,1
789270|62|2021-08-04,-5,4,3
789270|62|2021-08-04,-4,2,2
789270|62|2021-08-04,-3,4,4
789270|62|2021-08-04,-2,1,1
789274|220|2021-08-03,-11,1,1
789274|220|2021-08-03,-10,2,2
789274|220|2021-08-03,-9,2,2
789274|220|2021-08-03,-8,1,1
789274|220|2021-08-03,-3,3,3
789319|46|2021-08-04,-12,1,1
789319|46|2021-08-04,-11,1,1
789319|46|2021-08-04,-9,2,2
789319|46|2021-08-04,-6,1,1
789319|46|2021-08-04,-5,1,1
789320|47|2021-07-30,-8,1,1
789320|47|2021-07-30,-7,3,3
789320|47|2021-07-30,-6,4,4
789320|47|2021-07-30,-5,1,1
789320|47|2021-07-30,-4,2,2
789320|47|2021-07-30,-3,1,1
789320|47|2021-07-30,-2,1,1
789320|47|2021-07-30,-1,1,1
789340|3|2021-08-09,-12,1,1
789340|3|2021-08-09,-11,1,1
789340|3|2021-08-09,-10,1,1
789340|3|2021-08-09,-9,1,1
789340|3|2021-08-09,-8,1,1
789340|3|2021-08-09,-6,3,3
789340|3|2021-08-09,-5,2,2
789340|3|2021-08-09,-4,2,2
789340|3|2021-08-09,-3,1,1
789340|3|2021-08-09,-2,2,2
789340|3|2021-08-09,-1,4,4
789399|59|2021-08-03,-9,4,4
789399|59|2021-08-03,-8,2,2
789399|59|2021-08-03,-7,2,2
789402|238|2021-07-24,-11,6,5
789402|238|2021-07-24,-10,2,2
789402|238|2021-07-24,-8,1,1
789402|238|2021-07-24,-7,1,1
789402|238|2021-07-24,-2,5,2
789410|59|2021-08-03,-12,2,2
789410|59|2021-08-03,-10,1,1
789410|59|2021-08-03,-9,1,1
789410|59|2021-08-03,-8,1,1
789410|59|2021-08-03,-7,2,2
789410|59|2021-08-03,-6,2,2
789410|59|2021-08-03,-5,1,1
789410|59|2021-08-03,-4,1,1
789410|59|2021-08-03,-2,2,2
789410|59|2021-08-03,-1,2,1
789478|131|2021-08-29,-12,4,3
789478|131|2021-08-29,-10,3,3
789478|131|2021-08-29,-8,3,2
789478|131|2021-08-29,-7,4,4
789478|131|2021-08-29,-6,1,1
789478|131|2021-08-29,-4,5,4
789478|131|2021-08-29,-3,1,1
789478|131|2021-08-29,-1,3,3
789519|121|2021-08-03,-8,1,1
789519|121|2021-08-03,-7,1,1
789519|121|2021-08-03,-6,1,1
789519|121|2021-08-03,-4,1,1
789519|121|2021-08-03,-2,2,1
789540|121|2021-08-03,-12,1,1
789540|121|2021-08-03,-10,2,2
789540|121|2021-08-03,-8,2,2
789540|121|2021-08-03,-2,1,1
789580|238|2021-07-24,-11,2,2
789580|238|2021-07-24,-10,2,2
789580|238|2021-07-24,-7,1,1
789591|46|2021-08-04,-12,1,1
789591|46|2021-08-04,-9,1,1
789591|46|2021-08-04,-8,1,1
789591|46|2021-08-04,-7,1,1
789600|59|2021-08-03,-12,1,1
789600|59|2021-08-03,-8,1,1
789600|59|2021-08-03,-6,1,1
789600|59|2021-08-03,-4,4,4
789600|59|2021-08-03,-3,5,3
789600|59|2021-08-03,-2,3,2
789600|59|2021-08-03,-1,6,6
789637|133|2021-07-28,-12,1,1
789637|133|2021-07-28,-4,1,1
789637|133|2021-07-28,-2,2,2
789637|133|2021-07-28,-1,9,9
789681|133|2021-07-28,-12,1,1
789681|133|2021-07-28,-11,2,2
789681|133|2021-07-28,-10,2,2
789681|133|2021-07-28,-9,2,2
789681|133|2021-07-28,-8,3,3
789681|133|2021-07-28,-7,3,3
789681|133|2021-07-28,-6,3,3
789681|133|2021-07-28,-4,1,1
789681|133|2021-07-28,-3,1,1
789681|133|2021-07-28,-1,2,1
789715|47|2021-07-30,-10,2,1
789715|47|2021-07-30,-9,1,1
789715|47|2021-07-30,-6,1,1
789715|47|2021-07-30,-5,1,1
789715|47|2021-07-30,-2,3,1
789730|46|2021-08-04,-7,2,2
789730|46|2021-08-04,-6,2,2
789730|46|2021-08-04,-5,4,4
789730|46|2021-08-04,-4,3,3
789730|46|2021-08-04,-3,3,3
789730|46|2021-08-04,-2,1,1
789730|46|2021-08-04,-1,1,1
789795|19|2021-07-15,-12,1,1
789795|19|2021-07-15,-11,1,1
789795|19|2021-07-15,-10,3,3
789795|19|2021-07-15,-9,3,3
789795|19|2021-07-15,-5,1,1
789795|19|2021-07-15,-4,3,3
789795|19|2021-07-15,-3,5,5
789795|19|2021-07-15,-2,1,1
789814|121|2021-08-03,-12,3,2
789814|121|2021-08-03,-11,4,3
789814|121|2021-08-03,-10,2,1
789814|121|2021-08-03,-9,2,1
789814|121|2021-08-03,-8,1,1
789814|121|2021-08-03,-7,1,1
789814|121|2021-08-03,-6,1,1
789814|121|2021-08-03,-5,1,1
789814|121|2021-08-03,-4,1,1
789814|121|2021-08-03,-3,1,1
789814|121|2021-08-03,-2,1,1
789849|238|2021-07-24,-12,2,2
789849|238|2021-07-24,-11,3,3
789849|238|2021-07-24,-10,1,1
789849|238|2021-07-24,-8,4,4
789849|238|2021-07-24,-7,5,5
789849|238|2021-07-24,-6,2,2
789849|238|2021-07-24,-5,3,3
789849|238|2021-07-24,-4,2,1
789849|238|2021-07-24,-3,2,2
789849|238|2021-07-24,-2,2,2
789849|238|2021-07-24,-1,1,1
789860|124|2021-07-22,-12,1,1
789860|124|2021-07-22,-8,1,1
789860|124|2021-07-22,-6,1,1
789860|124|2021-07-22,-5,1,1
789860|124|2021-07-22,-4,2,2
789886|19|2021-07-15,-12,1,1
789886|19|2021-07-15,-3,1,1
789895|124|2021-07-22,-10,6,4
789895|124|2021-07-22,-9,7,7
789895|124|2021-07-22,-8,6,5
789895|124|2021-07-22,-7,18,15
789895|124|2021-07-22,-6,13,12
789895|124|2021-07-22,-5,24,21
789895|124|2021-07-22,-4,7,7
789895|124|2021-07-22,-3,5,5
789895|124|2021-07-22,-2,4,4
789895|124|2021-07-22,-1,2,2
789946|124|2021-07-22,-11,1,1
789946|124|2021-07-22,-10,1,1
789946|124|2021-07-22,-9,3,2
789946|124|2021-07-22,-5,1,1
789946|124|2021-07-22,-2,1,1
789994|47|2021-07-30,-12,1,1
789994|47|2021-07-30,-11,1,1
789994|47|2021-07-30,-10,1,1
789994|47|2021-07-30,-9,2,2
789994|47|2021-07-30,-8,2,2
789994|47|2021-07-30,-7,3,3
789994|47|2021-07-30,-6,2,2
789994|47|2021-07-30,-5,1,1
789994|47|2021-07-30,-4,1,1
790026|133|2021-07-28,-11,1,1
790026|133|2021-07-28,-3,1,1
790035|47|2021-07-30,-8,4,4
790035|47|2021-07-30,-7,3,3
790035|47|2021-07-30,-6,3,3
790035|47|2021-07-30,-2,2,2
790048|39|2021-07-25,-11,2,2
790048|39|2021-07-25,-10,1,1
790049|19|2021-07-15,-9,2,2
790049|19|2021-07-15,-8,1,1
790049|19|2021-07-15,-7,2,2
790049|19|2021-07-15,-4,1,1
790056|5|2021-08-18,-12,1,1
790056|5|2021-08-18,-10,2,2
790056|5|2021-08-18,-9,2,2
790056|5|2021-08-18,-8,1,1
790056|5|2021-08-18,-5,2,1
790056|5|2021-08-18,-4,1,1
790058|5|2021-08-18,-12,1,1
790058|5|2021-08-18,-3,1,1
790073|121|2021-08-03,-11,2,2
790073|121|2021-08-03,-9,1,1
790073|121|2021-08-03,-8,1,1
790180|8|2021-05-27,-10,2,2
790180|8|2021-05-27,-9,1,1
790180|8|2021-05-27,-8,4,2
790180|8|2021-05-27,-7,1,1
790180|8|2021-05-27,-6,4,4
790180|8|2021-05-27,-5,5,4
790180|8|2021-05-27,-4,1,1
790180|8|2021-05-27,-3,1,1
790180|8|2021-05-27,-1,1,1
790183|47|2021-07-30,-11,1,1
790183|47|2021-07-30,-3,1,1
790192|59|2021-08-03,-12,1,1
790207|121|2021-08-03,-11,1,1
790207|121|2021-08-03,-10,1,1
790207|121|2021-08-03,-7,3,3
790207|121|2021-08-03,-5,1,1
790207|121|2021-08-03,-3,3,3
790207|121|2021-08-03,-2,1,1
790209|47|2021-07-30,-11,1,1
790209|47|2021-07-30,-10,1,1
790209|47|2021-07-30,-9,1,1
790209|47|2021-07-30,-8,2,1
790209|47|2021-07-30,-7,1,1
790209|47|2021-07-30,-6,2,2
790209|47|2021-07-30,-5,1,1
790209|47|2021-07-30,-4,1,1
790209|47|2021-07-30,-3,1,1
790209|47|2021-07-30,-2,3,3
790209|47|2021-07-30,-1,4,2
790246|3|2021-08-09,-12,1,1
790256|5|2021-08-18,-12,2,2
790270|59|2021-08-03,-12,1,1
790270|59|2021-08-03,-10,1,1
790270|59|2021-08-03,-9,1,1
790270|59|2021-08-03,-7,1,1
790270|59|2021-08-03,-3,1,1
790270|59|2021-08-03,-1,1,1
790299|59|2021-08-03,-12,2,1
790299|59|2021-08-03,-7,1,1
790299|59|2021-08-03,-3,1,1
790299|59|2021-08-03,-2,1,1
790306|39|2021-07-25,-12,10,10
790306|39|2021-07-25,-11,4,4
790306|39|2021-07-25,-10,3,2
790306|39|2021-07-25,-9,1,1
790306|39|2021-07-25,-8,7,7
790306|39|2021-07-25,-7,8,8
790306|39|2021-07-25,-6,1,1
790324|62|2021-08-04,-12,4,4
790324|62|2021-08-04,-10,1,1
790324|62|2021-08-04,-9,1,1
790324|62|2021-08-04,-8,1,1
790324|62|2021-08-04,-7,2,2
790324|62|2021-08-04,-6,1,1
790324|62|2021-08-04,-5,1,1
790378|62|2021-08-04,-7,1,1
790379|19|2021-07-15,-11,1,1
790379|19|2021-07-15,-9,1,1
790379|19|2021-07-15,-8,2,2
790379|19|2021-07-15,-6,1,1
790458|238|2021-07-24,-9,1,1
790458|238|2021-07-24,-7,6,6
790458|238|2021-07-24,-6,5,5
790458|238|2021-07-24,-5,9,9
790458|238|2021-07-24,-4,6,5
790458|238|2021-07-24,-3,3,3
790458|238|2021-07-24,-1,1,1
790474|3|2021-08-09,-10,3,3
790474|3|2021-08-09,-8,3,3
790474|3|2021-08-09,-7,2,2
790474|3|2021-08-09,-6,1,1
790474|3|2021-08-09,-5,5,5
790474|3|2021-08-09,-4,2,2
790474|3|2021-08-09,-2,3,3
790474|3|2021-08-09,-1,2,2
790477|3|2021-08-09,-12,2,2
790477|3|2021-08-09,-11,1,1
790477|3|2021-08-09,-10,1,1
790477|3|2021-08-09,-8,1,1
790477|3|2021-08-09,-1,6,6
790486|8|2021-05-27,-7,5,2
790486|8|2021-05-27,-4,1,1
790486|8|2021-05-27,-2,1,1
790486|8|2021-05-27,-1,2,2
790524|220|2021-08-03,-12,1,1
790524|220|2021-08-03,-11,2,2
790524|220|2021-08-03,-9,2,2
790524|220|2021-08-03,-7,1,1
790524|220|2021-08-03,-6,1,1
790524|220|2021-08-03,-4,1,1
790524|220|2021-08-03,-2,1,1
790564|59|2021-08-03,-12,1,1
790564|59|2021-08-03,-10,2,2
790564|59|2021-08-03,-9,2,2
790564|59|2021-08-03,-8,2,2
790564|59|2021-08-03,-7,2,2
790564|59|2021-08-03,-6,3,3
790564|59|2021-08-03,-5,4,4
790564|59|2021-08-03,-4,5,5
790564|59|2021-08-03,-2,2,2
790564|59|2021-08-03,-1,1,1
790579|46|2021-08-04,-1,1,1
790590|19|2021-07-15,-11,1,1
790596|39|2021-07-25,-10,2,2
790596|39|2021-07-25,-9,4,4
790596|39|2021-07-25,-8,6,4
790596|39|2021-07-25,-7,2,1
790596|39|2021-07-25,-6,3,3
790596|39|2021-07-25,-5,5,5
790596|39|2021-07-25,-4,3,3
790596|39|2021-07-25,-2,11,4
790596|39|2021-07-25,-1,4,3
790655|59|2021-08-03,-10,4,3
790655|59|2021-08-03,-9,1,1
790655|59|2021-08-03,-7,2,2
790655|59|2021-08-03,-4,5,5
790655|59|2021-08-03,-3,6,6
790655|59|2021-08-03,-2,1,1
790657|44|2021-07-24,-9,1,1
790657|44|2021-07-24,-8,1,1
790678|3|2021-08-09,-10,2,2
790678|3|2021-08-09,-5,1,1
790678|3|2021-08-09,-3,1,1
790708|59|2021-08-03,-9,1,1
790708|59|2021-08-03,-8,4,4
790765|59|2021-08-03,-12,12,11
790765|59|2021-08-03,-11,10,9
790765|59|2021-08-03,-10,13,13
790765|59|2021-08-03,-9,14,14
790765|59|2021-08-03,-8,15,14
790765|59|2021-08-03,-7,9,9
790765|59|2021-08-03,-6,6,6
790765|59|2021-08-03,-5,7,7
790765|59|2021-08-03,-4,12,11
790765|59|2021-08-03,-3,11,10
790765|59|2021-08-03,-2,7,7
790765|59|2021-08-03,-1,10,10
790772|59|2021-08-03,-12,1,1
790772|59|2021-08-03,-3,1,1
790788|220|2021-08-03,-12,1,1
790788|220|2021-08-03,-11,2,2
790788|220|2021-08-03,-9,1,1
790788|220|2021-08-03,-3,1,1
790810|124|2021-07-22,-12,3,3
790861|59|2021-08-03,-11,1,1
790861|59|2021-08-03,-1,1,1
790868|131|2021-08-29,-11,2,2
790869|62|2021-08-04,-10,1,1
790869|62|2021-08-04,-8,1,1
790869|62|2021-08-04,-7,1,1
790869|62|2021-08-04,-5,1,1
790869|62|2021-08-04,-3,2,2
790869|62|2021-08-04,-2,3,3
790869|62|2021-08-04,-1,3,3
790923|124|2021-07-22,-12,7,7
790923|124|2021-07-22,-11,3,3
790923|124|2021-07-22,-10,2,2
790923|124|2021-07-22,-9,2,2
790923|124|2021-07-22,-8,1,1
790923|124|2021-07-22,-7,1,1
790923|124|2021-07-22,-6,2,2
790923|124|2021-07-22,-5,1,1
790923|124|2021-07-22,-4,2,2
790923|124|2021-07-22,-2,1,1
790936|133|2021-07-28,-12,1,1
790936|133|2021-07-28,-10,2,1
790936|133|2021-07-28,-9,2,2
790936|133|2021-07-28,-7,1,1
790936|133|2021-07-28,-6,3,2
790936|133|2021-07-28,-5,5,4
790936|133|2021-07-28,-4,2,2
790936|133|2021-07-28,-3,1,1
790936|133|2021-07-28,-2,1,1
790936|133|2021-07-28,-1,3,3
790990|59|2021-08-03,-9,4,4
790990|59|2021-08-03,-7,1,1
790990|59|2021-08-03,-4,2,1
790990|59|2021-08-03,-3,2,2
791033|46|2021-08-04,-12,3,3
791033|46|2021-08-04,-11,2,2
791033|46|2021-08-04,-10,1,1
791033|46|2021-08-04,-9,8,8
791033|46|2021-08-04,-6,4,4
791034|238|2021-07-24,-6,1,1
791034|238|2021-07-24,-5,1,1
791034|238|2021-07-24,-4,3,3
791034|238|2021-07-24,-2,1,1
791043|124|2021-07-22,-10,1,1
791043|124|2021-07-22,-2,3,3
791044|124|2021-07-22,-9,1,1
791044|124|2021-07-22,-5,1,1
791044|124|2021-07-22,-4,1,1
791044|124|2021-07-22,-3,1,1
791066|121|2021-08-03,-7,8,8
791094|124|2021-07-22,-12,1,1
791094|124|2021-07-22,-10,1,1
791094|124|2021-07-22,-9,1,1
791094|124|2021-07-22,-5,4,3
791094|124|2021-07-22,-4,2,2
791094|124|2021-07-22,-2,1,1
791094|124|2021-07-22,-1,4,3
791143|44|2021-07-24,-12,1,1
791143|44|2021-07-24,-10,2,2
791143|44|2021-07-24,-8,2,2
791143|44|2021-07-24,-6,2,2
791143|44|2021-07-24,-4,2,2
791143|44|2021-07-24,-3,1,1
791146|39|2021-07-25,-11,6,6
791146|39|2021-07-25,-10,2,2
791146|39|2021-07-25,-9,2,2
791146|39|2021-07-25,-4,3,3
791146|39|2021-07-25,-3,3,3
791146|39|2021-07-25,-2,2,2
791146|39|2021-07-25,-1,1,1
791149|131|2021-08-29,-12,1,1
791149|131|2021-08-29,-5,1,1
791149|131|2021-08-29,-2,1,1
791153|47|2021-07-30,-12,1,1
791153|47|2021-07-30,-10,1,1
791153|47|2021-07-30,-9,2,2
791153|47|2021-07-30,-7,3,3
791153|47|2021-07-30,-6,7,6
791153|47|2021-07-30,-5,7,6
791153|47|2021-07-30,-4,4,4
791158|46|2021-08-04,-12,2,1
791158|46|2021-08-04,-11,1,1
791158|46|2021-08-04,-9,1,1
791158|46|2021-08-04,-1,2,2
791163|124|2021-07-22,-10,3,2
791163|124|2021-07-22,-3,1,1
791163|124|2021-07-22,-2,1,1
791168|121|2021-08-03,-12,1,1
791168|121|2021-08-03,-1,3,3
791195|44|2021-07-24,-9,1,1
791217|46|2021-08-04,-10,1,1
791217|46|2021-08-04,-9,1,1
791217|46|2021-08-04,-7,1,1
791217|46|2021-08-04,-6,1,1
791217|46|2021-08-04,-5,1,1
791217|46|2021-08-04,-3,1,1
791260|39|2021-07-25,-11,1,1
791260|39|2021-07-25,-5,1,1
791260|39|2021-07-25,-4,7,7
791260|39|2021-07-25,-3,4,4
791260|39|2021-07-25,-2,8,8
791260|39|2021-07-25,-1,4,4
791263|3|2021-08-09,-9,1,1
791263|3|2021-08-09,-7,1,1
791263|3|2021-08-09,-6,3,2
791263|3|2021-08-09,-5,1,1
791263|3|2021-08-09,-4,1,1
791263|3|2021-08-09,-3,1,1
791264|131|2021-08-29,-11,1,1
791264|131|2021-08-29,-6,1,1
791264|131|2021-08-29,-5,2,2
791264|131|2021-08-29,-4,3,2
791264|131|2021-08-29,-3,1,1
791265|133|2021-07-28,-12,3,2
791265|133|2021-07-28,-11,2,1
791265|133|2021-07-28,-10,4,4
791265|133|2021-07-28,-9,2,2
791265|133|2021-07-28,-7,2,2
791265|133|2021-07-28,-6,1,1
791265|133|2021-07-28,-3,1,1
791265|133|2021-07-28,-2,1,1
791265|133|2021-07-28,-1,2,2
791268|39|2021-07-25,-12,1,1
791268|39|2021-07-25,-11,3,3
791268|39|2021-07-25,-9,1,1
791309|5|2021-08-18,-11,1,1
791309|5|2021-08-18,-10,1,1
791309|5|2021-08-18,-9,1,1
791309|5|2021-08-18,-6,1,1
791320|124|2021-07-22,-12,6,5
791320|124|2021-07-22,-11,10,9
791320|124|2021-07-22,-10,5,5
791320|124|2021-07-22,-8,3,3
791320|124|2021-07-22,-7,6,6
791320|124|2021-07-22,-6,4,4
791320|124|2021-07-22,-5,1,1
791320|124|2021-07-22,-3,1,1
791320|124|2021-07-22,-2,1,1
791341|124|2021-07-22,-7,10,9
791341|124|2021-07-22,-6,5,5
791341|124|2021-07-22,-5,5,5
791341|124|2021-07-22,-4,12,12
791341|124|2021-07-22,-3,11,11
791341|124|2021-07-22,-2,6,6
791341|124|2021-07-22,-1,10,10
791346|47|2021-07-30,-12,5,4
791346|47|2021-07-30,-11,7,6
791346|47|2021-07-30,-10,5,5
791346|47|2021-07-30,-9,2,2
791346|47|2021-07-30,-7,1,1
791346|47|2021-07-30,-6,3,3
791346|47|2021-07-30,-5,1,1
791346|47|2021-07-30,-4,2,2
791346|47|2021-07-30,-3,2,2
791346|47|2021-07-30,-1,3,3
791365|121|2021-08-03,-12,1,1
791365|121|2021-08-03,-8,2,2
791365|121|2021-08-03,-7,1,1
791365|121|2021-08-03,-6,1,1
791365|121|2021-08-03,-5,1,1
791365|121|2021-08-03,-4,2,2
791365|121|2021-08-03,-2,1,1
791365|121|2021-08-03,-1,1,1
791398|121|2021-08-03,-12,1,1
791398|121|2021-08-03,-11,2,2
791398|121|2021-08-03,-9,2,1
791398|121|2021-08-03,-8,3,3
791398|121|2021-08-03,-7,2,2
791398|121|2021-08-03,-6,2,2
791398|121|2021-08-03,-4,1,1
791399|46|2021-08-04,-8,3,3
791399|46|2021-08-04,-6,3,3
791399|46|2021-08-04,-5,2,2
791399|46|2021-08-04,-4,3,3
791399|46|2021-08-04,-2,4,4
791400|39|2021-07-25,-12,3,2
791400|39|2021-07-25,-11,2,2
791400|39|2021-07-25,-10,5,4
791400|39|2021-07-25,-9,1,1
791400|39|2021-07-25,-8,4,3
791400|39|2021-07-25,-7,5,2
791400|39|2021-07-25,-6,1,1
791400|39|2021-07-25,-5,2,2
791400|39|2021-07-25,-4,5,5
791400|39|2021-07-25,-2,1,1
791410|121|2021-08-03,-12,1,1
791412|124|2021-07-22,-11,2,1
791412|124|2021-07-22,-10,1,1
791412|124|2021-07-22,-9,3,3
791412|124|2021-07-22,-8,3,3
791412|124|2021-07-22,-7,4,4
791412|124|2021-07-22,-6,2,2
791412|124|2021-07-22,-5,2,2
791412|124|2021-07-22,-4,4,4
791412|124|2021-07-22,-3,4,4
791412|124|2021-07-22,-2,2,2
791412|124|2021-07-22,-1,6,6
791448|220|2021-08-03,-9,1,1
791448|220|2021-08-03,-8,3,3
791448|220|2021-08-03,-4,1,1
791464|5|2021-08-18,-5,2,1
791464|5|2021-08-18,-4,1,1
791464|5|2021-08-18,-2,6,3
791511|39|2021-07-25,-11,1,1
791511|39|2021-07-25,-1,5,5
791537|124|2021-07-22,-11,2,2
791537|124|2021-07-22,-9,1,1
791537|124|2021-07-22,-7,6,4
791537|124|2021-07-22,-6,11,10
791537|124|2021-07-22,-5,10,10
791537|124|2021-07-22,-4,6,6
791537|124|2021-07-22,-3,10,9
791537|124|2021-07-22,-2,6,6
791537|124|2021-07-22,-1,11,10
791562|39|2021-07-25,-6,1,1
791562|39|2021-07-25,-5,4,4
791562|39|2021-07-25,-4,2,2
791562|39|2021-07-25,-3,5,5
791562|39|2021-07-25,-2,1,1
791565|133|2021-07-28,-12,3,3
791565|133|2021-07-28,-11,1,1
791565|133|2021-07-28,-9,2,2
791565|133|2021-07-28,-8,1,1
791565|133|2021-07-28,-7,2,2
791565|133|2021-07-28,-6,2,2
791565|133|2021-07-28,-4,1,1
791565|133|2021-07-28,-1,2,2
791606|47|2021-07-30,-9,2,2
791606|47|2021-07-30,-8,2,2
791606|47|2021-07-30,-6,2,2
791606|47|2021-07-30,-4,1,1
791606|47|2021-07-30,-3,4,3
791606|47|2021-07-30,-2,5,5
791609|47|2021-07-30,-10,1,1
791609|47|2021-07-30,-9,1,1
791618|3|2021-08-09,-9,2,2
791618|3|2021-08-09,-8,1,1
791618|3|2021-08-09,-7,1,1
791618|3|2021-08-09,-6,1,1
791624|47|2021-07-30,-9,1,1
791624|47|2021-07-30,-6,3,2
791624|47|2021-07-30,-5,2,1
791624|47|2021-07-30,-4,2,2
791643|124|2021-07-22,-12,3,3
791643|124|2021-07-22,-11,3,3
791643|124|2021-07-22,-10,3,3
791643|124|2021-07-22,-9,1,1
791643|124|2021-07-22,-8,1,1
791648|133|2021-07-28,-12,1,1
791648|133|2021-07-28,-6,2,2
791648|133|2021-07-28,-5,6,6
791648|133|2021-07-28,-3,2,2
791648|133|2021-07-28,-2,1,1
791648|133|2021-07-28,-1,7,7
791664|19|2021-07-15,-10,1,1
791674|238|2021-07-24,-11,1,1
791760|220|2021-08-03,-12,1,1
791760|220|2021-08-03,-9,1,1
791760|220|2021-08-03,-8,1,1
791760|220|2021-08-03,-7,1,1
791760|220|2021-08-03,-5,1,1
791760|220|2021-08-03,-3,1,1
791760|220|2021-08-03,-1,1,1
791792|121|2021-08-03,-11,2,2
791792|121|2021-08-03,-9,2,2
791792|121|2021-08-03,-4,1,1
791792|121|2021-08-03,-3,1,1
791792|121|2021-08-03,-2,1,1
791799|124|2021-07-22,-11,1,1
791799|124|2021-07-22,-8,1,1
791799|124|2021-07-22,-5,1,1
791799|124|2021-07-22,-3,2,1
791799|124|2021-07-22,-2,2,1
791799|124|2021-07-22,-1,1,1
791813|131|2021-08-29,-12,1,1
791813|131|2021-08-29,-7,1,1
791813|131|2021-08-29,-6,2,2
791813|131|2021-08-29,-4,1,1
791817|46|2021-08-04,-12,2,2
791817|46|2021-08-04,-11,1,1
791817|46|2021-08-04,-9,1,1
791817|46|2021-08-04,-7,2,2
791817|46|2021-08-04,-4,3,3
791817|46|2021-08-04,-3,1,1
791817|46|2021-08-04,-2,1,1
791817|46|2021-08-04,-1,2,2
791873|39|2021-07-25,-11,1,1
791873|39|2021-07-25,-5,2,2
791874|124|2021-07-22,-6,3,3
791895|5|2021-08-18,-10,2,2
791895|5|2021-08-18,-8,3,3
791895|5|2021-08-18,-5,1,1
791904|47|2021-07-30,-6,2,1
791912|39|2021-07-25,-12,1,1
791912|39|2021-07-25,-10,2,2
791912|39|2021-07-25,-9,1,1
791912|39|2021-07-25,-8,1,1
791916|124|2021-07-22,-5,7,6
791916|124|2021-07-22,-4,6,6
791916|124|2021-07-22,-3,8,8
791916|124|2021-07-22,-2,3,3
791916|124|2021-07-22,-1,1,1
791955|47|2021-07-30,-4,2,2
791986|19|2021-07-15,-2,1,1
791991|220|2021-08-03,-4,1,1
791991|220|2021-08-03,-2,1,1
791991|220|2021-08-03,-1,2,2
792029|59|2021-08-03,-9,1,1
792029|59|2021-08-03,-4,2,2
792036|5|2021-08-18,-11,1,1
792036|5|2021-08-18,-8,2,2
792039|121|2021-08-03,-12,1,1
792061|124|2021-07-22,-12,3,2
792061|124|2021-07-22,-7,1,1
792061|124|2021-07-22,-6,1,1
792061|124|2021-07-22,-5,1,1
792068|124|2021-07-22,-12,4,4
792068|124|2021-07-22,-11,2,2
792068|124|2021-07-22,-10,1,1
792068|124|2021-07-22,-9,2,2
792068|124|2021-07-22,-8,1,1
792068|124|2021-07-22,-1,1,1
792104|47|2021-07-30,-12,4,3
792104|47|2021-07-30,-11,2,1
792104|47|2021-07-30,-10,1,1
792104|47|2021-07-30,-7,1,1
792104|47|2021-07-30,-5,2,2
792104|47|2021-07-30,-4,1,1
792104|47|2021-07-30,-3,5,1
792104|47|2021-07-30,-2,1,1
792108|44|2021-07-24,-10,1,1
792108|44|2021-07-24,-9,1,1
792108|44|2021-07-24,-7,1,1
792108|44|2021-07-24,-5,1,1
792108|44|2021-07-24,-4,2,2
792108|44|2021-07-24,-3,1,1
792110|220|2021-08-03,-10,2,2
792110|220|2021-08-03,-5,1,1
792110|220|2021-08-03,-3,4,4
792110|220|2021-08-03,-2,6,6
792110|220|2021-08-03,-1,1,1
792165|59|2021-08-03,-11,1,1
792165|59|2021-08-03,-9,1,1
792165|59|2021-08-03,-8,1,1
792165|59|2021-08-03,-4,1,1
792170|182|2021-08-03,-10,1,1
792170|182|2021-08-03,-2,1,1
792241|59|2021-08-03,-6,1,1
792241|59|2021-08-03,-5,2,2
792241|59|2021-08-03,-4,2,2
792241|59|2021-08-03,-3,2,2
792241|59|2021-08-03,-2,1,1
792241|59|2021-08-03,-1,1,1
792249|238|2021-07-24,-9,2,2
792249|238|2021-07-24,-7,2,1
792249|238|2021-07-24,-4,2,2
792249|238|2021-07-24,-2,1,1
792260|5|2021-08-18,-9,1,1
792260|5|2021-08-18,-5,1,1
792260|5|2021-08-18,-4,1,1
792270|121|2021-08-03,-12,3,3
792270|121|2021-08-03,-7,1,1
792276|133|2021-07-28,-10,1,1
792276|133|2021-07-28,-6,1,1
792276|133|2021-07-28,-5,2,2
792276|133|2021-07-28,-3,2,2
792276|133|2021-07-28,-2,2,2
792282|39|2021-07-25,-12,9,8
792282|39|2021-07-25,-11,14,14
792282|39|2021-07-25,-10,7,7
792282|39|2021-07-25,-9,14,14
792282|39|2021-07-25,-8,17,17
792282|39|2021-07-25,-7,8,8
792282|39|2021-07-25,-6,15,15
792282|39|2021-07-25,-5,17,16
792282|39|2021-07-25,-4,21,20
792282|39|2021-07-25,-3,16,16
792282|39|2021-07-25,-2,7,7
792288|238|2021-07-24,-12,8,8
792288|238|2021-07-24,-11,6,6
792288|238|2021-07-24,-10,6,6
792288|238|2021-07-24,-9,3,3
792288|238|2021-07-24,-8,3,3
792288|238|2021-07-24,-7,3,3
792288|238|2021-07-24,-6,2,2
792288|238|2021-07-24,-5,1,1
792288|238|2021-07-24,-4,1,1
792288|238|2021-07-24,-3,2,2
792288|238|2021-07-24,-2,4,4
792290|131|2021-08-29,-12,4,4
792290|131|2021-08-29,-10,2,2
792290|131|2021-08-29,-9,1,1
792290|131|2021-08-29,-8,4,3
792290|131|2021-08-29,-5,2,2
